mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension,target
-1.1058933741916541,-0.6697124176221849,-1.122163083323874,-1.0199783322394076,-0.1331449582417213,-1.0630688337929604,-1.0200674123322662,-1.125804283767603,0.3158617137915399,-0.09333665874853204,-0.8430847104660615,-0.46453878844112445,-0.9430886202494914,-0.8984232292305285,0.08110421204289167,-1.1480322624308956,-0.9593090579229606,-1.0799753205748213,-0.6754387303005341,-0.5390688878591758,-1.064042099216551,-0.6292180381766485,-1.101921802307374,-0.9704998996440275,-0.16741412027392233,-1.1158834580085157,-1.125771639369835,-1.3505266769465187,-0.35860602666697494,-0.5787686652854034,1
1.8487237539485581,0.07892273820596238,1.8477779344901035,2.025345753413717,1.2987575621528065,0.9355502697843461,1.668645614477226,2.06405263011885,-0.2916220700777998,-0.3213123787385967,0.2642294075422716,-0.3957814387165859,0.2524926129435679,0.7603998433010469,0.9003209085771791,0.1796730511766927,1.201841298590485,1.383733092923358,0.6424667922316047,0.24817143915425288,1.2982558309165766,-0.08866941457999021,1.253840775686415,1.3580159202044928,1.5504537243637964,0.30790747302857735,1.2704494401003124,1.5499155740139279,0.27499826906260977,-0.15652061664041392,0
-1.00401002494544,-0.951330658059106,-1.0276314521538572,-0.9386687387731528,-0.6179980268563235,-1.2028267581740733,-1.153986970513741,-1.2713818240840853,0.47810893557030754,-0.4414617446793067,-0.24393180871480788,1.472800653797349,-0.36483837489764265,-0.5202350742834259,0.7472039448071526,-0.9530424301606358,-1.4416831560243295,-2.075056374023737,1.8464792449152867,-1.4416660890954442,-1.0004923404281831,-1.0501907541291975,-1.0364839529186576,-0.9206989032228088,-1.1122414348246676,-1.2577920594059828,-1.3414984590757066,-1.7074419180203118,-0.30625695380042783,-1.3501833695406724,1
-0.13500498725714205,-1.2446829918475653,-0.11266933394864556,-0.24177639315347257,0.6794748265391397,0.3357221839289904,-0.11386075776038897,-0.09219050115658224,0.6063974365116592,0.06378174286624202,-0.6118763292923411,-1.4127835321421893,-0.4690536882026064,-0.5601106289115887,-0.4245092913153518,-0.0878292503641016,-0.22907475131100685,-0.561156900532757,-0.25832385111527817,-0.36350135245660975,-0.24666071893857636,-1.3892621634761921,-0.15873587698347214,-0.3284075654439556,0.243970021468268,0.13908397843578352,-0.07341448466413916,-0.3448381627238904,0.3345679037038522,-0.09280863296912896,1
-0.7912536191665811,-0.07362047536403606,-0.8246919870732697,-0.7859252109660997,-0.6776606318727622,-1.0602413613343828,-0.8365235119392765,-0.695694844816176,0.7988301879236859,-0.4722692744076936,-0.5686179870082259,1.5718921284003606,-0.5103055830524881,-0.7086995377365326,-0.14324898620837745,-0.7008831533964955,-0.7858069119655514,-0.2779345588413822,2.0698279922804423,-0.35787418786037367,-0.8207999190265909,0.08659938155589597,-0.8448894804295793,-0.8121582699970757,-0.9223718309436567,-1.055964955419434,-0.9710132342660562,-0.7776035138284854,0.699206273326006,-0.8317427180978599,1
0.28151811701414514,-0.10178229940772837,0.28843965152046364,0.18024344014101526,-1.1119137696506387,0.28523160431153616,0.043613821524151546,-0.32771085300617797,-0.21615824599465194,0.356453275285919,0.2090377294556416,1.440444253926978,0.44283030321582845,0.2122159028338815,-0.4494829137484312,1.6219173801821722,1.0860143165365,0.6901643149962707,1.981080145645281,2.5091661739219133,0.03164339713462129,-0.023148369295547026,0.030027150099363523,-0.0664202723049803,-1.4693771183151407,0.016617754899207887,-0.11130445984058096,-0.4475206239315965,-0.049927010798715823,0.557428376852519,1
0.11670681676291657,1.827302647585179,0.04603973489642885,0.0373755714594181,-1.9751334852682254,-1.0168194628633722,-0.6940024011078058,-0.8112031388616471,-0.3557663205484757,-1.2763458003185955,-0.738170799868954,-0.5773817329890438,-0.6745894449985077,-0.5815175056067078,-0.6271640963050934,-0.5114301518065066,-0.5021976349197861,-0.9215229235288156,-0.8913918237794255,-0.9408484400304323,-0.15462313724507792,1.0432066427087698,-0.18075823014313594,-0.22625167534914803,-1.378963021228945,-0.717487686752243,-0.6171602323260647,-0.8735404118911597,-0.9651332157414492,-1.1627951822721858,1
-1.2856875199202673,-0.23085732627465058,-1.3207662350480385,-1.1411197508450015,-2.0091185134421456,-1.5982689777379746,-1.153986970513741,-1.2713818240840853,-0.5595186455729741,0.28559595691062845,-0.1295706739407099,2.502441965922316,-0.3105595658846404,-0.5324076120120229,-2.1186215803003003,-1.1821204609564184,-1.4416831560243295,-2.075056374023737,2.336071532185925,-1.0556425977936486,-1.3449758604809916,-0.7831924945950908,-1.3809764773448328,-1.143100788950046,-2.699008838687402,-1.5388416639289038,-1.3414984590757066,-1.7074419180203118,-1.752174449183326,-1.1034555896371656,1
-1.5164233402719882,-0.808174719170338,-1.407058870840852,-1.2823416763390227,-0.11199871848905929,0.43872296634859675,0.0718004479002921,-0.6599296620268674,-1.8725891846197453,1.3885055211868855,-0.3319401602583532,-0.4404737160375359,0.44934376029738865,-0.7317853851528373,2.3432640604687824,2.4714539911851685,2.4902377285983897,2.1044651389154754,0.543365030155675,1.1462669087135327,-1.4663778134767014,-1.3990903202688585,-1.3466845274247843,-1.2150355615584731,-0.6466088348307595,-0.42758176775888,-0.5817306451480929,-1.1309211212249284,-2.216095543207551,-0.3770140503263332,1
0.17064506048150047,-1.3010066399349494,0.13450052736745427,0.07918252842384839,0.16743373538540085,-0.27056869611739953,-0.06595672607887328,-0.11921308370850436,-0.23502420201543892,-0.95748786762979,0.18169050157487898,-1.1587857931597756,-0.07100908877392458,0.1148356010051048,-0.7921537658219938,-0.4227074433154202,0.004962484032641397,-0.5090034258479004,-0.7065004766228404,-0.7219517372368486,0.1434033177624412,-1.3712438760229704,0.07407185641869202,0.04488708294415371,-0.4476978212411289,-0.39367868892672075,-0.11524108063813333,-0.3304476280144892,-0.45788875106904664,-0.7980128443895325,1
